key,l1_amb,sim_amb,t_l1_ms,t_sim_ms
physics_2k,0.028490372002124786,0.029420987884333893,2.5430999230593443,2.1222999785095453
plain_2k,0.04596779868006706,0.05884795281332622,3.3638000022619963,2.1788000594824553
plain_60k,0.030638255178928375,0.02202769950896355,2.684399951249361,2.127900021150708
